"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"IRL","Ireland","CITY","City","IE005C","Waterford","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"ESP","Spain","CITY","City","ES033C","Puerto de Santa María, El","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"FRA","France","CITY","City","FR010C","Rouen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"USA","United States","CITY","City","USA203C","Monroe (IN)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"BEL","Belgium","CITY","City","BE014C","La Louvière","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"MEX","Mexico","CITY","City","MEX78C","Navojoa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"CZE","Czechia","CITY","City","CZ017C","Karviná","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.5,,
"ESP","Spain","CITY","City","ES028C","Lugo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"CAN","Canada","CITY","City","CAN02C","Montreal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"HUN","Hungary","CITY","City","HU013C","Veszprém","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.6,,
"MLT","Malta","CITY","City","MT001C","Greater Valletta","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"TUR","Türkiye","CITY","City","TR015C","Kastamonu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.5,,
"LTU","Lithuania","CITY","City","LT003C","Panevėžys","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"JPN","Japan","CITY","City","JPN26C","Toyama","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"USA","United States","CITY","City","USA159C","Sangamon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.4,,
"MEX","Mexico","CITY","City","MEX60C","Salamanca","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.8,,
"GBR","United Kingdom","CITY","City","UK056C","Hastings","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"AUS","Australia","CITY","City","AUS14C","Geelong","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"GBR","United Kingdom","CITY","City","UK593C","St. Helens","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"USA","United States","CITY","City","USA165C","Lafayette (IN)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.7,,
"USA","United States","CITY","City","USA88C","Fayette","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"USA","United States","CITY","City","USA56C","Rochester (NY)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.1,,
"AUS","Australia","CITY","City","AUS02C","Greater Melbourne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"FRA","France","CITY","City","FR064C","Arras","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"USA","United States","CITY","City","USA180C","Punta Gorda","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5,,
"USA","United States","CITY","City","USA148C","Durham","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"MEX","Mexico","CITY","City","MEX08C","Queretaro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.5,,
"AUT","Austria","CITY","City","AT006C","Klagenfurt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"FRA","France","CITY","City","FR044C","Troyes","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"USA","United States","CITY","City","USA39C","Oklahoma","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"COL","Colombia","CITY","City","COL14C","Villavicencio","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"ESP","Spain","CITY","City","ES097C","Igualada","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"COL","Colombia","CITY","City","COL18C","Neiva","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.5,,
"ROU","Romania","CITY","City","RO024C","Iaşi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.7,,
"CZE","Czechia","CITY","City","CZ008C","České Budějovice","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"FRA","France","CITY","City","FR046C","Fort-de-France","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"DEU","Germany","CITY","City","DE121C","Witten","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"POL","Poland","CITY","City","PL016C","Opole","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.6,,
"NZL","New Zealand","CITY","City","NZL01C","Auckland","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"DEU","Germany","CITY","City","DE044C","Hanau","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"PRT","Portugal","CITY","City","PT002C","Porto","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"USA","United States","CITY","City","USA209C","Flagler-Daytona Beach","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"ITA","Italy","CITY","City","IT037C","Barletta","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"USA","United States","CITY","City","USA164C","Linn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"FRA","France","CITY","City","FR020C","Dijon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"DEU","Germany","CITY","City","DE061C","Neubrandenburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"FRA","France","CITY","City","FR069C","Saint-Brieuc","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"POL","Poland","CITY","City","PL003C","Kraków","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.8,,
"NLD","Netherlands","CITY","City","NL047C","Zwolle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"POL","Poland","CITY","City","PL041C","Zamość","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.6,,
"HUN","Hungary","CITY","City","HU005C","Debrecen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.3,,
"CHL","Chile","CITY","City","CL023C","Valdivia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",34.5,,
"FRA","France","CITY","City","FR013C","Tours","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"USA","United States","CITY","City","USA121C","Lane","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.1,,
"COL","Colombia","CITY","City","COL10C","Manizales","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.9,,
"COL","Colombia","CITY","City","COL03C","Cali","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"USA","United States","CITY","City","USA128C","Marion (FL)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.7,,
"ITA","Italy","CITY","City","IT022C","Potenza","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"SVK","Slovak Republic","CITY","City","SK008C","Trenčín","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.1,,
"USA","United States","CITY","City","USA68C","Kent","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"JPN","Japan","CITY","City","JPN23C","Toyohashi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.5,,
"ITA","Italy","CITY","City","IT047C","Savona","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"ESP","Spain","CITY","City","ES082C","Alcalá de Guadaíra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"KOR","Korea","CITY","City","KOR03C","Dalseong","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.7,,
"CHL","Chile","CITY","City","CL014C","Rancagua","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",30,,
"CAN","Canada","CITY","City","CAN05C","Calgary","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.7,,
"POL","Poland","CITY","City","PL047C","Łomża","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.3,,
"JPN","Japan","CITY","City","JPN38C","Fujieda","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"NLD","Netherlands","CITY","City","NL024C","Hengelo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"USA","United States","CITY","City","USA207C","Terrebonne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.8,,
"BEL","Belgium","CITY","City","BE010C","Kortrijk","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"EST","Estonia","CITY","City","EE003C","Narva","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6,,
"CAN","Canada","CITY","City","CAN21C","Abbotsford","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.1,,
"NZL","New Zealand","CITY","City","NZL13C","Napier","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"DEU","Germany","CITY","City","DE087C","Krefeld","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"ESP","Spain","CITY","City","ES030C","Girona","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"ITA","Italy","CITY","City","IT058C","Carpi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.7,,
"ITA","Italy","CITY","City","IT085C","Andria","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"ESP","Spain","CITY","City","ES048C","Fuengirola","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"BGR","Bulgaria","CITY","City","BG013C","Yambol","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.3,,
"GBR","United Kingdom","CITY","City","UK583C","Kettering","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"FRA","France","CITY","City","FR052C","Douai","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"MEX","Mexico","CITY","City","MEX93C","Jaltenco","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.9,,
"MEX","Mexico","CITY","City","MEX34C","Ahome","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"ITA","Italy","CITY","City","IT078C","Novara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.2,,
"EST","Estonia","CITY","City","EE001C","Tallinn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"LTU","Lithuania","CITY","City","LT002C","Kaunas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"FRA","France","CITY","City","FR007C","Nantes","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"KOR","Korea","CITY","City","KOR08C","Heungdeok","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.9,,
"KOR","Korea","CITY","City","KOR23C","Osan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",27.2,,
"ITA","Italy","CITY","City","IT024C","Reggio di Calabria","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"NLD","Netherlands","CITY","City","NL001C","Amsterdam","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"FRA","France","CITY","City","FR061C","Calais","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"USA","United States","CITY","City","USA190C","Winnebago (WI)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.7,,
"CAN","Canada","CITY","City","CAN03C","Vancouver","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.4,,
"POL","Poland","CITY","City","PL045C","Stalowa Wola","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20,,
"ESP","Spain","CITY","City","ES052C","Torremolinos","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.1,,
"HUN","Hungary","CITY","City","HU001C","Budapest","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.5,,
"COL","Colombia","CITY","City","COL23C","Tulua","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.5,,
"USA","United States","CITY","City","USA13C","Detroit (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"GBR","United Kingdom","CITY","City","UK587C","St Albans","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"USA","United States","CITY","City","USA81C","Brevard","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.2,,
"MEX","Mexico","CITY","City","MEX44C","Coatzacoalcos","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.4,,
"ITA","Italy","CITY","City","IT027C","Padova","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.8,,
"POL","Poland","CITY","City","PL058C","Bielsko-Biała","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.6,,
"ROU","Romania","CITY","City","RO029C","Baia Mare","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.2,,
"COL","Colombia","CITY","City","COL43C","Rionegro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.3,,
"MEX","Mexico","CITY","City","MEX87C","Uriangato","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.3,,
"ESP","Spain","CITY","City","ES080C","Marbella","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"USA","United States","CITY","City","USA46C","Richmond (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"POL","Poland","CITY","City","PL035C","Inowrocław","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"MEX","Mexico","CITY","City","MEX62C","Zamora","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.6,,
"ESP","Spain","CITY","City","ES011C","Santiago de Compostela","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"JPN","Japan","CITY","City","JPN11C","Kumamoto","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.1,,
"ESP","Spain","CITY","City","ES074C","Jaén","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"USA","United States","CITY","City","USA174C","New Hanover","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.1,,
"DEU","Germany","CITY","City","DE008C","Leipzig","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"DEU","Germany","CITY","City","DE112C","Ingolstadt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"AUT","Austria","CITY","City","AT002C","Graz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.3,,
"DEU","Germany","CITY","City","DE064C","Landshut","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"USA","United States","CITY","City","USA67C","San Joaquin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"ITA","Italy","CITY","City","IT046C","Cosenza","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"USA","United States","CITY","City","USA07C","Dallas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"ESP","Spain","CITY","City","ES078C","Dos Hermanas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"GBR","United Kingdom","CITY","City","UK002C","West Midlands urban area","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"ESP","Spain","CITY","City","ES001C","Madrid","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"NLD","Netherlands","CITY","City","NL022C","Heerlen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
